job_title,num_postings,top_skills,top_skills_with_freq,skills_json
Sonographer,14,"medical imaging, teamwork, sonography, communication skills, patient care, ultrasound, asar accreditation, asar registration, interpersonal skills, communication","medical imaging (4.85%), teamwork (4.85%), sonography (4.85%), communication skills (4.24%), patient care (3.64%), ultrasound (3.64%), asar accreditation (3.03%), asar registration (2.42%), interpersonal skills (2.42%), communication (2.42%)","[('medical imaging', 0.048484848484848485), ('teamwork', 0.048484848484848485), ('sonography', 0.048484848484848485), ('communication skills', 0.04242424242424243), ('patient care', 0.03636363636363636), ('ultrasound', 0.03636363636363636), ('asar accreditation', 0.030303030303030304), ('asar registration', 0.024242424242424242), ('interpersonal skills', 0.024242424242424242), ('communication', 0.024242424242424242)]"
COPR - Copy & Print Centre Representative CAN,14,"high school diploma, associate discount, flex benefits, rrsp, dpsp, retail customer service, customer service excellence, solutions finder, learning & development programs, sales results","high school diploma (4.80%), associate discount (4.40%), flex benefits (4.40%), rrsp (4.40%), dpsp (4.40%), retail customer service (4.00%), customer service excellence (4.00%), solutions finder (4.00%), learning & development programs (4.00%), sales results (3.60%)","[('high school diploma', 0.048), ('associate discount', 0.044), ('flex benefits', 0.044), ('rrsp', 0.044), ('dpsp', 0.044), ('retail customer service', 0.04), ('customer service excellence', 0.04), ('solutions finder', 0.04), ('learning & development programs', 0.04), ('sales results', 0.036)]"
Housekeeping Supervisor,14,"housekeeping, training, communication, cleaning, teamwork, leadership, customer service, attention to detail, time management, problem solving","housekeeping (5.08%), training (4.24%), communication (4.24%), cleaning (2.97%), teamwork (2.97%), leadership (2.97%), customer service (2.54%), attention to detail (2.54%), time management (2.12%), problem solving (1.69%)","[('housekeeping', 0.05084745762711865), ('training', 0.0423728813559322), ('communication', 0.0423728813559322), ('cleaning', 0.029661016949152543), ('teamwork', 0.029661016949152543), ('leadership', 0.029661016949152543), ('customer service', 0.025423728813559324), ('attention to detail', 0.025423728813559324), ('time management', 0.0211864406779661), ('problem solving', 0.01694915254237288)]"
Digital Marketing Manager,14,"digital marketing, email marketing, social media marketing, seo, attention to detail, multitasking, data analysis, website management, marketing, ecommerce","digital marketing (3.15%), email marketing (2.29%), social media marketing (2.29%), seo (1.43%), attention to detail (1.15%), multitasking (1.15%), data analysis (1.15%), website management (0.86%), marketing (0.86%), ecommerce (0.86%)","[('digital marketing', 0.03151862464183381), ('email marketing', 0.022922636103151862), ('social media marketing', 0.022922636103151862), ('seo', 0.014326647564469915), ('attention to detail', 0.011461318051575931), ('multitasking', 0.011461318051575931), ('data analysis', 0.011461318051575931), ('website management', 0.008595988538681949), ('marketing', 0.008595988538681949), ('ecommerce', 0.008595988538681949)]"
Facility Manager,14,"leadership, communication, facility management, project management, vendor management, problem solving, change management, budget management, contract management, customer service","leadership (2.68%), communication (2.34%), facility management (2.01%), project management (1.67%), vendor management (1.34%), problem solving (1.34%), change management (1.34%), budget management (1.00%), contract management (1.00%), customer service (1.00%)","[('leadership', 0.026755852842809364), ('communication', 0.023411371237458192), ('facility management', 0.020066889632107024), ('project management', 0.016722408026755852), ('vendor management', 0.013377926421404682), ('problem solving', 0.013377926421404682), ('change management', 0.013377926421404682), ('budget management', 0.010033444816053512), ('contract management', 0.010033444816053512), ('customer service', 0.010033444816053512)]"
Bilingual Document Specialist,14,"communication, adobe creative suite, indesign, photoshop, illustrator, image selection, typography, powerpoint, word, project management","communication (3.08%), adobe creative suite (2.70%), indesign (2.70%), photoshop (2.70%), illustrator (2.70%), image selection (2.50%), typography (2.31%), powerpoint (2.31%), word (2.31%), project management (2.12%)","[('communication', 0.030828516377649325), ('adobe creative suite', 0.02697495183044316), ('indesign', 0.02697495183044316), ('photoshop', 0.02697495183044316), ('illustrator', 0.02697495183044316), ('image selection', 0.025048169556840076), ('typography', 0.023121387283236993), ('powerpoint', 0.023121387283236993), ('word', 0.023121387283236993), ('project management', 0.02119460500963391)]"
Financial Controller,14,"budgeting, financial reporting, communication, accounting, financial analysis, financial management, forecasting, financial planning, team management, excel","budgeting (3.59%), financial reporting (3.27%), communication (2.94%), accounting (1.96%), financial analysis (1.63%), financial management (1.31%), forecasting (1.31%), financial planning (1.31%), team management (1.31%), excel (0.98%)","[('budgeting', 0.03594771241830065), ('financial reporting', 0.032679738562091505), ('communication', 0.029411764705882353), ('accounting', 0.0196078431372549), ('financial analysis', 0.016339869281045753), ('financial management', 0.013071895424836602), ('forecasting', 0.013071895424836602), ('financial planning', 0.013071895424836602), ('team management', 0.013071895424836602), ('excel', 0.00980392156862745)]"
Data Engineer,14,"sql, data engineering, python, spark, java, kafka, machine learning, data pipelines, data modeling, data quality","sql (3.67%), data engineering (2.82%), python (2.82%), spark (1.69%), java (1.41%), kafka (1.41%), machine learning (1.13%), data pipelines (1.13%), data modeling (1.13%), data quality (1.13%)","[('sql', 0.03672316384180791), ('data engineering', 0.02824858757062147), ('python', 0.02824858757062147), ('spark', 0.01694915254237288), ('java', 0.014124293785310734), ('kafka', 0.014124293785310734), ('machine learning', 0.011299435028248588), ('data pipelines', 0.011299435028248588), ('data modeling', 0.011299435028248588), ('data quality', 0.011299435028248588)]"
Advanced Nurse Practitioner,14,"leadership, continuity of care, patient assessment, primary care, physical examinations, treatment planning, minor ailments, zoom consultation, treatment, patient care","leadership (3.97%), continuity of care (3.64%), patient assessment (3.31%), primary care (3.31%), physical examinations (2.98%), treatment planning (2.32%), minor ailments (2.32%), zoom consultation (1.99%), treatment (1.99%), patient care (1.99%)","[('leadership', 0.039735099337748346), ('continuity of care', 0.03642384105960265), ('patient assessment', 0.033112582781456956), ('primary care', 0.033112582781456956), ('physical examinations', 0.029801324503311258), ('treatment planning', 0.023178807947019868), ('minor ailments', 0.023178807947019868), ('zoom consultation', 0.019867549668874173), ('treatment', 0.019867549668874173), ('patient care', 0.019867549668874173)]"
Field Inspector,14,"project coordination, contract administration, field inspection, construction administration, provincial standards, municipal, regulatory requirements, mechanical construction, communication skills, continuous development","project coordination (4.11%), contract administration (4.11%), field inspection (3.77%), construction administration (3.77%), provincial standards (2.40%), municipal (2.05%), regulatory requirements (2.05%), mechanical construction (1.71%), communication skills (1.37%), continuous development (1.37%)","[('project coordination', 0.0410958904109589), ('contract administration', 0.0410958904109589), ('field inspection', 0.03767123287671233), ('construction administration', 0.03767123287671233), ('provincial standards', 0.023972602739726026), ('municipal', 0.02054794520547945), ('regulatory requirements', 0.02054794520547945), ('mechanical construction', 0.017123287671232876), ('communication skills', 0.0136986301369863), ('continuous development', 0.0136986301369863)]"
Assistant Centre Manager,13,"working with children check, early years learning framework (eylf), national quality standards (nqs), early childhood education, diploma in children's services, diploma in children’s services, first aid certificate, first aid, employee assistance program (eap), verbal and written communication skills","working with children check (7.35%), early years learning framework (eylf) (5.15%), national quality standards (nqs) (4.41%), early childhood education (3.68%), diploma in children's services (3.68%), diploma in children’s services (3.68%), first aid certificate (3.68%), first aid (2.94%), employee assistance program (eap) (2.21%), verbal and written communication skills (2.21%)","[('working with children check', 0.07352941176470588), ('early years learning framework (eylf)', 0.051470588235294115), ('national quality standards (nqs)', 0.04411764705882353), ('early childhood education', 0.03676470588235294), (""diploma in children's services"", 0.03676470588235294), ('diploma in children’s services', 0.03676470588235294), ('first aid certificate', 0.03676470588235294), ('first aid', 0.029411764705882353), ('employee assistance program (eap)', 0.022058823529411766), ('verbal and written communication skills', 0.022058823529411766)]"
